"Combination_1","Combination_2","Combination_3","Combination_4","Combination_5","Combination_6","Combination_7","Combination_8","Combination_9","Combination_10"
122,104,100,104,130,74,52,82,64,68
98,94,96,104,114,56,70,74,64,68
142,102,98,104,110,54,52,56,64,68
94,106,128,110,110,98,98,58,64,68
82,90,96,104,110,50,52,56,66,82
82,112,96,104,110,54,60,56,64,68
82,90,118,104,110,46,64,72,86,68
104,90,96,104,110,68,56,56,72,68
82,108,110,104,110,60,80,56,64,68
82,90,96,104,110,46,52,64,86,68
88,106,132,104,110,54,64,68,64,68
92,108,116,108,120,62,52,74,64,68
82,98,100,104,110,46,52,76,64,68
108,90,108,106,110,60,56,70,64,68
112,110,100,104,134,46,96,64,72,94
94,90,124,104,116,68,52,80,74,74
82,142,108,104,110,66,64,56,64,68
106,90,182,112,110,64,58,62,64,86
96,90,98,104,110,58,56,82,68,68
100,98,110,104,110,60,82,64,64,68
94,90,96,104,110,76,78,92,64,68
82,90,98,104,110,82,60,56,70,68
126,98,96,104,110,46,54,58,80,68
82,112,96,104,110,74,64,66,64,68
122,98,96,152,110,54,60,64,64,68
82,90,96,104,110,54,52,82,92,68
124,90,96,106,136,46,52,60,64,68
102,118,120,104,110,70,76,64,64,68
82,90,128,104,110,46,52,76,64,68
94,96,96,104,132,52,52,76,98,68
204,90,96,112,110,50,88,68,84,68
102,90,112,126,110,58,54,60,64,68
82,112,122,104,110,68,78,56,74,78
82,126,142,134,110,64,52,56,64,68
82,90,96,104,110,72,52,80,64,68
96,100,96,104,110,92,64,56,64,70
122,90,96,104,110,68,80,56,64,106
102,118,98,104,110,46,60,70,78,68
94,98,96,104,130,58,78,56,98,68
92,102,98,104,110,52,78,56,64,82
122,94,96,166,110,58,52,56,64,68
94,90,96,130,110,74,52,72,64,82
134,90,136,132,110,60,52,68,64,68
110,92,96,104,124,52,66,82,86,68
86,130,96,104,110,46,52,60,64,72
116,90,96,106,110,94,54,56,64,80
82,90,138,120,122,90,52,56,64,68
118,98,96,104,116,46,52,96,90,68
84,118,112,112,110,80,68,56,68,68
112,108,96,104,110,68,52,86,64,76
86,144,98,104,110,56,70,68,78,74
82,124,106,104,110,74,52,56,64,84
128,130,98,112,110,50,52,66,68,68
82,92,118,104,110,110,92,90,64,68
100,104,110,106,110,66,58,56,64,68
112,90,96,104,110,46,52,56,76,68
128,110,96,104,118,64,52,56,64,68
102,92,96,104,110,68,78,58,72,68
88,100,96,108,110,84,82,64,64,68
86,106,106,104,110,46,74,80,64,68
128,104,108,104,110,58,60,56,64,68
82,90,112,106,128,52,66,56,76,84
82,122,112,104,110,46,52,56,64,68
82,90,142,120,114,46,52,74,64,70
82,104,132,108,110,58,56,82,64,68
140,106,116,104,110,78,52,56,72,68
82,90,96,104,114,52,62,64,92,90
122,90,96,104,110,58,92,56,64,68
108,102,102,104,110,46,52,56,64,68
88,98,96,104,118,62,82,56,64,68
82,98,96,104,110,46,62,86,64,68
112,92,104,108,110,76,52,56,64,80
120,118,112,104,126,46,52,56,64,68
82,94,96,104,116,84,66,74,64,68
112,90,104,126,110,46,52,56,72,74
92,90,156,104,110,50,58,68,66,68
96,132,96,122,110,64,52,78,64,76
122,128,100,104,110,54,52,56,64,68
108,100,100,132,110,50,88,56,78,82
84,90,96,104,110,50,60,56,64,68
82,90,96,104,110,74,52,56,64,68
86,96,118,106,110,62,68,56,64,68
84,96,96,104,116,50,78,56,64,100
128,94,96,112,114,66,52,56,64,68
82,90,96,104,110,72,52,56,76,68
134,94,104,104,110,64,52,72,84,68
82,96,114,104,124,70,86,70,64,68
82,98,128,116,116,46,52,56,74,68
108,138,96,126,110,46,52,56,64,68
114,108,96,124,110,56,76,86,64,68
100,90,96,104,136,46,78,56,70,68
106,90,116,104,110,72,58,56,80,76
102,90,96,104,110,46,76,56,64,68
132,118,96,104,110,46,52,74,64,68
88,90,114,104,110,80,78,56,64,76
90,90,134,106,110,56,52,60,76,68
116,90,96,166,110,64,52,56,64,68
100,90,108,104,110,58,76,56,64,68
118,90,96,104,120,46,58,56,64,68
82,104,164,132,118,46,72,56,68,68
82,108,96,118,110,46,52,76,64,68
82,90,96,104,110,56,52,80,66,68
82,96,114,104,110,74,66,58,64,68
82,90,96,104,110,68,72,60,64,68
100,90,96,104,110,46,68,82,64,68
112,108,124,108,126,46,52,90,64,68
128,90,128,138,110,52,82,74,66,68
82,98,106,104,110,50,86,60,72,68
86,108,96,112,110,86,52,70,68,68
82,90,96,104,130,46,96,56,64,72
102,90,118,116,138,50,52,56,64,68
116,90,128,104,110,46,66,72,64,68
82,90,98,104,120,52,52,56,72,68
92,122,116,104,110,46,82,64,64,68
92,90,104,124,130,102,76,78,64,68
100,90,100,104,110,60,74,56,126,68
158,90,174,104,110,90,72,56,78,68
144,96,96,104,110,70,82,68,64,76
90,120,112,104,110,46,66,78,80,68
108,90,96,128,110,46,70,60,64,68
82,90,96,116,110,50,54,106,64,68
106,112,122,104,110,66,78,56,64,68
82,98,128,104,110,56,60,56,64,68
82,90,98,104,110,46,56,66,72,84
92,108,124,112,110,56,70,66,64,68
92,90,96,104,110,74,52,58,66,68
100,112,96,104,122,66,64,56,94,68
96,94,96,104,110,46,62,56,72,68
96,100,132,112,110,46,56,84,64,72
88,112,96,104,110,58,66,56,68,68
114,100,124,104,110,46,52,64,64,68
84,120,96,104,110,46,68,56,64,68
90,90,114,104,110,52,60,56,64,68
94,110,96,104,110,52,92,76,84,68
82,90,96,104,110,90,52,56,64,68
140,96,100,104,110,84,54,56,64,68
98,90,130,104,120,74,84,76,64,68
82,90,96,112,110,46,60,64,64,68
104,108,104,104,110,64,62,80,66,68
98,94,108,118,110,54,58,56,64,68
82,90,96,104,110,112,52,66,84,68
108,106,126,104,110,74,74,56,64,90
108,110,140,126,110,46,52,56,68,68
106,90,96,106,110,92,52,56,74,68
82,90,114,110,110,56,60,66,64,68
82,100,104,108,110,52,60,66,92,68
92,90,96,104,116,46,52,60,64,76
82,90,96,126,110,46,58,86,64,68
116,90,112,104,110,78,52,64,64,68
82,126,114,144,110,70,72,60,64,68
82,126,120,104,134,52,60,56,102,68
82,90,128,104,110,78,72,60,64,68
102,98,112,104,110,56,64,56,94,68
84,140,126,104,120,52,52,74,64,70
84,90,96,104,110,52,52,56,76,68
82,132,96,104,126,84,52,94,66,74
98,90,112,130,110,64,102,56,64,86
134,90,96,104,120,78,58,80,64,68
106,100,100,112,110,60,64,56,88,68
82,96,128,106,110,84,84,88,76,88
100,90,112,104,110,60,62,56,64,68
96,120,96,104,118,60,52,56,88,68
124,102,104,104,110,56,60,62,64,68
82,158,108,104,110,46,60,56,64,68
98,108,96,104,110,46,52,56,70,68
90,124,106,104,110,52,52,56,64,68
100,100,96,104,146,46,52,58,72,68
82,112,96,104,110,54,56,56,64,78
106,108,96,114,110,84,72,56,72,68
102,116,96,104,110,84,64,56,64,68
82,112,106,104,110,60,52,66,64,68
104,90,144,104,110,52,54,60,64,68
114,104,100,104,116,54,72,56,64,68
82,98,122,108,110,52,52,56,64,70
100,90,100,104,110,46,52,56,64,68
108,90,98,104,120,46,56,62,64,68
86,136,124,106,110,66,52,56,82,72
108,90,96,104,110,52,70,66,64,88
148,90,96,104,110,52,52,68,64,68
136,166,110,104,110,64,52,56,64,72
82,90,96,104,140,46,52,64,64,68
82,90,104,140,110,132,88,62,64,68
88,114,96,106,110,96,62,56,64,68
82,108,96,104,110,52,72,56,64,68
82,90,112,106,110,46,64,64,64,82
100,138,96,110,110,78,54,56,64,68
120,92,104,104,110,58,52,72,64,68
100,92,96,104,110,54,52,56,64,68
102,90,100,104,122,46,58,72,64,68
104,152,116,104,110,66,64,60,64,68
92,112,96,126,110,52,52,56,72,68
82,90,148,104,110,66,52,56,82,82
84,112,128,104,110,50,52,60,66,68
96,96,96,138,120,46,52,56,64,68
94,130,104,104,110,64,52,64,76,72
98,92,102,110,110,64,52,70,64,68
108,90,108,104,110,82,72,56,76,80
104,112,108,126,140,46,52,74,64,68
82,96,96,122,110,46,66,74,64,68
116,140,116,140,110,60,84,60,66,68
98,90,124,104,110,114,60,62,64,68
122,90,122,104,110,50,60,62,64,68
82,110,96,104,110,50,60,56,72,68
92,116,100,104,110,46,64,70,64,68
82,90,130,104,110,46,60,56,68,68
82,112,108,104,110,46,72,56,84,68
82,116,142,104,130,46,62,56,64,68
84,104,96,104,122,46,56,98,70,68
100,90,96,118,110,64,52,56,70,68
82,104,96,104,110,50,66,56,80,68
82,90,96,108,110,78,52,56,72,68
108,96,96,112,110,78,52,56,64,68
116,110,96,104,110,70,84,80,64,68
146,112,96,104,110,46,70,56,64,72
92,112,116,104,110,46,58,56,64,68
88,104,96,130,110,58,78,56,64,68
82,98,158,104,110,46,74,82,72,68
82,128,108,112,138,60,64,72,66,68
108,90,96,104,110,74,54,80,64,68
128,90,108,104,110,92,56,60,64,68
82,92,96,104,110,74,54,92,64,68
98,90,120,104,124,72,52,56,64,68
82,90,140,104,110,76,52,68,82,72
94,90,100,140,110,66,90,56,64,70
86,122,112,104,110,50,52,56,64,68
86,90,106,104,114,66,54,56,70,68
98,90,96,104,110,46,68,56,68,68
134,114,128,126,110,72,52,56,64,68
110,120,96,134,110,68,54,58,64,68
96,122,130,104,110,80,52,60,78,68
122,102,96,104,142,66,84,108,64,68
132,90,96,112,120,70,84,56,64,68
98,120,112,108,110,62,54,62,64,68
92,100,100,104,110,46,64,64,64,68
104,90,124,104,110,88,52,56,88,80
92,124,96,104,110,50,82,70,64,92
88,106,96,110,110,46,68,88,68,68
96,134,96,104,110,52,80,56,64,74
96,120,96,116,110,68,64,56,70,68
104,90,96,104,126,46,56,80,64,72
82,90,102,104,110,86,90,56,64,68
82,138,96,104,110,52,58,56,64,72
130,106,96,104,110,56,70,56,64,68
82,100,116,128,110,70,78,56,78,70
94,90,96,104,118,72,64,68,82,68
82,90,136,104,110,54,62,60,64,68
94,104,96,104,110,54,52,56,64,68
114,90,104,130,110,64,60,78,70,68
82,104,98,104,110,60,64,60,64,68
120,104,122,116,110,56,58,56,64,68
106,90,104,104,110,70,56,60,64,68
94,90,108,104,110,62,82,56,88,68
114,100,96,120,110,76,52,56,74,86
88,142,140,122,110,54,52,56,72,68
102,96,96,116,114,46,76,56,64,70
114,90,96,104,122,52,58,60,64,68
82,112,96,118,110,72,56,74,64,68
82,90,96,126,110,46,70,56,64,86
94,108,96,114,110,46,62,56,64,68
98,130,118,108,110,68,74,68,64,84
116,90,132,104,110,46,52,62,64,68
92,128,100,124,110,56,52,82,64,68
106,94,96,104,126,74,52,56,68,88
108,90,96,106,136,94,58,80,64,68
82,96,96,104,118,46,64,62,90,90
128,90,102,104,110,50,70,56,64,68
112,90,96,104,110,102,74,80,64,88
118,102,96,104,110,56,64,60,82,90
88,90,96,104,110,46,62,56,80,68
82,120,106,118,110,56,64,96,92,68
82,108,96,104,110,46,58,60,64,68
82,98,96,112,110,50,52,56,64,68
82,102,96,124,110,46,56,72,80,70
90,132,96,104,110,58,60,56,64,68
112,90,96,128,120,52,66,84,64,68
96,90,104,104,126,58,70,56,64,68
90,132,96,104,110,52,70,56,80,68
116,108,96,112,126,70,56,56,84,68
118,90,120,120,114,46,54,56,64,68
82,96,130,132,142,46,52,56,64,68
82,98,96,104,124,46,52,62,64,86
82,98,100,104,110,46,66,86,68,68
98,90,100,104,110,46,72,58,78,68
108,90,136,124,110,92,58,56,80,68
112,114,96,104,110,52,76,56,82,82
94,90,96,104,116,46,54,66,64,68
82,90,144,104,124,68,68,56,64,68
90,122,96,144,122,46,72,56,64,68
82,104,96,132,114,68,52,56,64,68
88,92,96,120,110,46,52,56,64,68
86,90,118,104,118,54,52,56,64,68
110,90,106,104,110,50,52,56,64,68
90,92,108,104,144,46,52,60,64,68
82,90,96,104,114,76,52,56,84,92
114,90,100,104,110,46,52,60,64,68
104,90,114,104,118,50,64,56,64,76
112,90,124,104,114,50,90,56,80,68
82,98,162,112,110,72,54,56,64,68
100,106,134,122,110,86,72,56,68,72
82,94,110,104,110,68,62,56,80,74
82,90,102,114,110,70,68,56,78,100
82,104,96,122,110,74,54,56,66,68
128,112,138,104,110,60,82,58,64,68
82,100,104,104,110,64,64,70,64,68
96,102,96,108,114,46,54,62,64,68
88,98,114,104,140,76,60,56,64,68
82,90,122,104,110,54,92,66,64,68
114,142,102,104,132,46,58,56,64,68
86,138,114,108,110,76,54,68,86,68
84,90,108,104,110,50,52,78,64,68
92,98,106,124,110,50,74,58,74,68
130,104,124,106,142,80,72,72,108,68
82,110,120,104,110,52,64,56,64,74
88,90,108,104,110,68,52,64,64,68
128,90,96,104,110,46,74,68,64,68
96,90,100,104,136,54,52,96,68,68
120,90,96,104,110,58,52,56,64,72
88,90,104,104,110,64,82,96,64,88
108,98,96,144,110,60,58,56,68,68
92,90,122,128,110,46,64,72,64,68
116,122,124,104,110,46,52,56,64,74
110,90,112,104,124,74,54,56,64,74
86,96,96,104,116,46,52,62,64,84
82,106,100,104,118,50,52,56,72,68
82,112,96,104,110,46,60,92,64,68
82,90,128,104,110,46,52,56,74,68
82,130,104,106,110,70,54,64,66,68
94,106,96,104,136,56,52,56,64,68
86,90,116,128,110,50,52,56,112,74
132,128,112,104,110,46,72,76,64,68
102,102,96,114,110,46,52,56,64,68
106,102,96,124,110,46,60,56,88,68
96,90,96,104,114,74,86,74,64,72
82,90,100,146,110,82,94,56,64,88
104,90,96,108,110,92,60,84,64,80
112,96,112,104,116,46,72,64,64,78
118,90,96,118,110,72,52,88,64,72
82,90,96,104,110,50,86,56,72,68
120,152,96,136,118,46,74,56,70,68
96,90,116,126,110,116,72,80,64,68
94,96,124,104,110,54,62,60,76,68
118,90,130,104,110,70,52,64,64,94
84,96,96,114,110,46,52,104,74,68
110,90,96,104,132,58,54,72,64,68
128,108,96,104,110,60,96,56,64,68
82,132,96,104,110,60,54,74,64,68
130,96,96,104,110,64,52,56,64,92
104,104,96,104,110,82,64,56,64,68
114,90,158,104,110,46,68,56,64,68
82,116,124,104,110,46,88,60,64,68
108,136,104,118,110,84,88,72,70,68
86,94,98,138,110,58,80,74,82,68
102,102,96,104,110,70,108,88,82,68
118,90,96,104,110,76,76,56,64,68
124,90,136,104,110,78,70,56,66,68
104,148,96,116,110,68,72,56,64,72
116,90,110,104,110,62,52,56,64,68
82,120,96,104,110,52,52,56,64,76
82,90,96,104,110,46,76,64,64,68
92,122,96,110,128,76,96,56,90,80
82,118,96,104,110,46,96,56,64,68
82,120,96,114,110,50,74,100,74,68
82,90,96,104,118,78,52,64,64,68
82,90,116,104,110,56,52,62,64,68
146,90,96,104,110,50,52,56,64,68
92,90,114,104,110,52,58,76,90,68
120,90,96,124,110,68,92,58,82,68
112,90,96,104,110,74,60,58,64,68
82,90,108,104,120,50,64,58,64,68
86,110,96,114,110,56,58,56,64,68
112,120,96,104,110,66,60,56,64,68
82,90,104,104,110,46,60,56,64,68
98,122,96,104,110,58,58,68,68,68
90,94,96,110,110,72,78,56,64,68
90,90,96,104,110,46,54,68,64,68
94,90,116,130,110,88,52,56,74,68
86,90,112,104,114,58,52,56,68,68
82,90,118,106,110,46,64,80,64,68
114,116,96,126,110,60,52,68,64,68
86,136,96,144,110,60,62,66,80,68
112,92,96,116,110,46,68,108,64,74
82,90,110,104,110,82,62,56,100,74
116,110,130,112,110,46,52,56,64,68
138,104,96,110,110,68,52,56,64,68
96,90,136,104,138,82,66,62,64,68
100,94,100,104,110,70,52,64,64,68
128,100,96,104,110,76,66,68,64,68
84,106,122,104,110,82,56,56,64,78
88,114,96,104,110,82,52,74,64,68
114,124,96,136,110,68,54,82,64,68
84,102,104,122,110,46,86,56,68,68
98,128,96,104,110,64,64,56,64,68
82,90,130,104,110,50,72,56,64,92
94,98,108,120,110,84,52,56,64,68
122,124,112,108,140,72,60,56,64,68
130,146,96,122,110,76,66,56,100,68
144,90,100,110,148,88,56,64,64,68
100,90,102,106,110,58,52,68,64,68
128,96,96,130,110,62,64,56,90,68
96,96,96,104,110,60,66,56,64,86
82,104,100,108,110,92,64,58,74,68
82,92,114,104,110,46,54,56,82,74
94,106,138,112,122,72,54,56,64,68
82,98,110,112,110,46,98,84,64,68
82,108,96,112,110,88,52,72,64,102
92,130,118,104,116,64,54,56,64,68
102,96,108,104,110,46,68,68,64,68
96,104,112,104,120,46,64,76,64,68
96,102,96,104,110,54,52,68,68,88
84,90,140,104,110,78,74,56,64,68
88,122,100,156,132,62,86,72,64,68
98,90,96,104,114,78,52,56,64,68
118,106,96,108,110,52,70,56,70,68
82,116,104,114,110,52,62,56,66,68
136,90,108,108,120,68,62,56,88,68
94,122,146,104,124,46,52,76,74,68
86,90,96,122,110,72,52,56,76,68
98,148,104,104,110,46,52,94,64,68
122,104,96,112,110,54,52,70,64,68
100,106,122,104,120,60,60,80,72,68
108,90,104,104,110,60,66,64,64,68
126,114,106,104,110,46,64,56,64,74
96,90,96,104,110,84,68,56,64,76
116,90,96,110,110,80,54,56,84,68
82,124,96,108,110,68,82,80,66,68
116,112,102,104,120,46,58,56,64,76
112,138,144,104,110,60,74,60,66,68
104,98,110,120,110,70,66,56,68,68
104,132,100,104,146,54,68,74,64,108
82,90,104,104,110,54,56,64,64,86
114,90,100,104,110,58,74,66,64,72
122,108,126,104,114,46,52,70,82,68
108,90,124,104,110,60,66,56,64,68
104,98,136,104,110,62,56,56,64,68
92,108,106,104,110,62,76,62,64,78
128,90,96,104,110,90,52,56,64,68
82,90,124,104,114,78,86,86,64,68
100,102,114,104,110,66,58,68,64,68
138,90,120,128,110,70,72,76,64,68
144,120,120,104,110,52,80,56,70,78
90,110,96,112,114,58,52,66,64,92
114,100,98,104,110,66,66,56,64,98
82,96,96,110,110,80,52,56,72,68
82,90,96,110,110,46,72,56,78,68
82,104,96,104,110,78,52,68,64,68
98,138,104,116,110,46,64,96,64,76
110,120,96,134,110,46,68,72,64,68
120,90,102,104,110,64,56,62,64,68
112,152,96,116,110,50,52,56,64,68
108,106,96,108,110,54,76,56,64,68
98,94,96,124,110,46,80,88,64,76
108,114,132,104,110,64,70,94,68,78
82,90,96,110,110,60,76,80,88,68
106,90,96,104,110,68,92,60,70,70
142,106,124,110,110,60,82,56,72,68
82,104,108,104,110,46,52,56,64,68
94,100,124,104,110,52,52,56,64,68
106,90,102,104,110,78,76,56,64,68
126,116,102,104,110,76,52,68,64,94
114,152,98,104,120,50,94,56,64,88
82,102,130,104,116,56,52,56,64,94
82,90,96,104,110,76,52,80,70,68
96,90,98,108,110,68,94,56,70,68
106,90,96,104,110,46,64,60,64,68
100,90,96,112,110,54,52,56,64,68
102,104,106,118,144,60,62,62,106,74
96,90,96,104,110,46,52,72,80,68
98,112,130,104,130,82,60,56,64,68
128,90,132,104,110,60,52,56,80,68
82,98,98,104,110,78,82,56,64,68
122,90,96,104,110,70,60,56,64,68
98,90,96,104,110,60,52,78,76,68
86,106,106,104,110,72,52,60,64,68
82,90,96,104,110,56,72,56,64,68
104,90,118,104,110,46,70,62,64,68
150,90,96,104,110,58,86,56,64,68
120,128,96,104,110,76,56,88,64,68
104,134,100,104,120,58,90,56,64,68
106,108,96,104,110,50,52,56,64,68
82,90,96,114,110,58,60,56,68,68
82,90,96,104,110,64,66,56,64,68
108,90,96,108,110,46,64,56,64,68
94,116,104,104,110,46,52,56,70,68
90,90,136,104,118,76,66,56,70,68
82,90,98,104,110,56,62,62,64,68
88,100,96,104,134,70,52,112,64,68
172,90,96,122,110,50,78,78,64,68
82,108,96,114,110,46,60,56,64,68
98,100,120,104,116,72,64,64,64,68
108,130,96,104,110,46,76,60,70,68
84,104,116,104,110,60,70,56,68,96
106,126,104,104,110,46,54,56,76,74
82,132,96,122,116,82,52,64,72,68
82,120,118,104,110,46,52,56,64,68
94,118,110,104,110,112,56,56,64,68
84,134,128,104,110,84,62,72,72,72
98,96,100,104,134,46,60,56,64,68
144,90,96,144,116,52,70,84,70,68
108,90,96,104,110,60,64,58,64,68
82,120,96,104,110,112,88,84,64,68
82,156,96,104,114,66,70,68,64,68
102,112,106,118,110,46,64,62,64,68
88,90,104,104,110,92,52,74,64,84
90,118,96,104,110,46,68,80,64,68
82,106,98,104,130,46,52,56,66,110
100,108,116,104,118,84,60,76,82,68
118,112,96,108,110,52,78,56,64,68
82,110,96,104,156,62,52,56,64,68
86,118,148,104,120,50,84,56,64,72
108,102,116,104,110,46,56,72,64,68
86,114,116,120,110,70,76,56,64,68
100,96,96,134,110,46,100,64,64,68
90,90,96,104,110,66,52,68,64,68
102,90,110,104,110,50,58,56,64,68
82,90,96,104,138,52,92,56,68,68
94,90,102,104,110,46,56,78,64,68
96,90,96,104,110,46,52,60,64,68
82,90,110,104,110,114,52,60,64,68
140,94,96,104,110,62,58,56,64,68
88,114,96,104,110,50,72,84,64,68
82,112,98,106,110,86,58,56,64,68
82,108,96,128,110,62,52,56,82,68
106,114,96,104,110,46,70,56,66,76
102,102,96,104,110,46,52,56,64,76
118,90,96,124,110,76,52,56,64,68
86,90,96,104,110,50,52,56,64,68
112,90,126,104,110,52,52,56,64,68
120,94,96,130,110,56,70,56,64,68
82,90,96,112,110,52,70,66,64,68
112,104,102,110,110,62,56,56,64,110
82,100,96,110,120,78,64,58,66,68
82,90,114,104,110,68,52,76,64,68
82,90,110,104,110,72,52,70,64,72
82,116,96,104,110,54,92,56,64,82
104,108,96,114,110,66,52,56,74,68
110,126,96,104,110,82,76,56,64,68
92,90,96,132,110,58,84,56,64,68
98,96,112,146,110,56,52,64,64,74
82,100,96,104,110,54,66,66,64,68
98,90,96,108,150,92,54,56,64,68
94,116,130,104,130,46,52,80,64,68
98,90,130,104,110,46,56,56,64,68
82,90,96,104,110,54,52,56,64,68
108,90,96,104,148,76,58,88,64,68
82,100,124,104,118,46,64,80,90,68
96,100,96,104,110,78,52,84,64,68
146,110,96,120,110,52,56,62,64,68
94,92,96,104,110,60,52,100,64,128
98,124,108,104,122,50,68,116,64,68
82,90,96,104,110,52,52,58,64,68
90,90,98,104,110,52,56,98,66,68
82,90,96,122,110,76,52,58,64,72
124,112,112,120,110,60,52,64,92,68
120,120,96,104,134,54,52,56,64,68
102,126,96,104,142,46,64,56,64,68
88,114,112,104,122,50,52,56,64,68
104,96,96,104,110,72,52,108,64,68
102,120,96,112,110,46,94,62,82,68
82,108,96,122,110,62,52,70,64,68
82,90,96,112,110,60,52,58,72,80
112,104,96,104,110,54,90,62,64,68
82,96,96,104,110,64,62,56,64,68
120,90,96,104,110,82,56,96,64,76
82,124,128,112,110,46,64,56,72,68
82,90,106,104,110,52,72,56,64,74
112,90,106,108,110,60,52,62,80,84
82,90,96,104,110,86,58,56,64,68
100,106,122,104,110,68,68,66,64,68
114,146,96,104,110,66,64,56,64,70
138,90,96,104,110,56,52,88,64,68
198,90,112,104,110,56,52,70,64,68
88,94,96,104,114,74,58,80,122,82
86,90,104,104,110,60,52,82,74,68
132,102,100,104,110,54,66,56,66,70
112,96,96,104,110,46,68,60,70,68
82,90,140,128,110,96,84,56,70,68
100,120,96,142,110,60,66,62,64,68
122,98,106,104,110,64,76,66,64,72
82,90,96,104,110,52,52,56,64,68
104,90,96,104,114,96,52,64,64,68
90,90,98,104,110,46,54,72,68,68
104,166,96,104,118,46,60,82,64,68
100,90,96,104,110,46,52,56,84,68
92,98,96,104,110,80,70,56,64,68
114,90,100,108,110,52,52,66,64,68
84,90,96,104,110,68,72,84,64,68
90,90,96,104,110,74,66,72,76,68
82,96,122,104,110,60,74,80,64,68
92,94,108,104,110,46,52,70,64,68
94,104,106,104,110,62,68,64,72,68
82,156,120,104,110,64,54,78,64,74
104,92,104,104,138,50,52,86,64,72
134,114,134,118,110,50,52,56,74,68
110,96,112,118,110,56,52,72,78,84
132,112,96,104,142,50,58,56,82,76
82,122,96,104,110,46,62,86,64,68
82,152,116,108,110,56,52,72,72,68
86,98,126,122,110,46,80,68,64,68
82,104,122,114,110,46,80,118,64,68
106,122,102,140,110,46,58,56,64,68
140,160,116,104,110,96,88,66,76,72
82,114,102,104,110,50,86,56,64,68
100,90,96,104,118,74,52,64,64,68
82,108,96,104,110,92,52,96,64,80
104,90,116,104,110,50,52,56,76,68
82,122,96,104,110,46,90,62,64,68
130,90,96,104,110,66,64,56,64,68
100,170,96,108,110,52,52,56,64,68
82,114,110,104,110,80,54,56,64,68
82,90,96,104,110,46,52,74,84,68
106,114,114,122,110,46,52,56,64,94
96,98,96,104,110,52,76,62,64,68
110,132,96,110,128,72,62,64,64,78
96,128,98,104,110,58,56,88,64,90
82,120,118,112,110,50,58,74,64,68
100,90,96,104,110,86,52,56,64,68
112,96,108,104,110,46,74,56,70,68
84,98,142,104,110,46,56,94,68,68
98,116,96,104,128,46,66,56,64,84
82,100,120,110,110,46,82,60,86,68
82,98,96,104,110,46,52,56,64,68
88,114,100,104,114,46,60,56,64,68
116,98,108,104,114,46,76,68,66,84
92,90,128,104,110,46,78,56,70,82
160,98,96,104,132,46,76,64,64,68
82,90,96,120,122,46,62,80,64,68
96,120,118,104,110,98,52,64,78,68
92,100,130,104,118,54,76,56,78,68
88,90,114,128,120,78,86,56,64,68
82,90,96,118,110,54,52,56,74,68
110,90,96,106,114,76,72,56,68,68
104,90,96,104,110,88,72,64,68,68
130,132,96,108,110,58,56,62,64,80
118,108,104,104,110,94,66,56,74,68
82,124,106,104,114,66,56,62,64,68
108,90,96,104,118,84,76,56,64,84
108,96,96,104,110,60,84,76,74,68
152,90,96,104,110,46,60,56,78,68
158,90,96,104,110,62,70,56,92,68
128,106,104,104,110,72,52,56,64,68
102,110,114,134,110,68,60,68,64,68
82,114,100,134,110,52,54,56,64,68
132,90,100,120,110,50,70,72,64,68
82,114,124,112,122,54,52,56,64,68
98,118,114,104,118,46,70,56,64,68
116,90,96,104,110,64,52,56,64,68
82,106,96,104,122,62,54,56,64,68
88,96,100,110,110,72,80,56,64,68
82,90,106,130,110,58,52,56,64,68
100,104,100,124,110,46,56,56,86,68
136,90,96,104,110,46,52,56,64,68
114,90,96,104,110,64,58,76,64,68
110,102,112,106,110,64,72,56,64,68
128,90,96,104,110,46,74,64,64,68
82,90,96,104,110,50,62,78,64,84
90,90,96,106,110,68,52,56,64,68
154,90,130,118,110,84,52,56,66,84
110,122,96,104,110,56,72,56,64,68
126,90,96,104,124,68,62,60,64,68
114,96,100,104,110,66,56,56,64,68
96,90,104,112,120,46,72,76,64,68
110,90,96,138,110,46,60,78,68,68
90,90,96,104,110,52,66,64,64,68
128,134,138,108,110,68,66,58,72,68
114,130,114,124,118,46,98,82,64,68
108,90,104,104,110,46,62,82,64,68
88,126,110,104,110,62,60,64,82,68
82,90,96,124,124,88,52,66,70,70
92,90,96,104,110,70,82,58,64,82
104,106,96,104,110,46,52,68,68,74
94,102,96,112,126,68,52,76,64,68
124,90,144,118,110,46,58,56,64,68
82,98,96,128,110,66,56,66,64,68
98,90,96,104,110,58,52,72,66,76
94,110,96,104,118,54,52,56,64,82
112,108,100,114,110,46,64,72,64,80
108,94,130,104,110,46,70,56,64,68
82,98,96,104,110,94,52,56,94,82
104,90,130,104,134,46,52,56,70,68
120,126,96,112,110,94,60,76,64,68
108,90,112,104,110,70,82,56,72,68
90,90,96,104,120,56,52,56,64,68
86,98,116,104,110,84,64,66,64,68
82,98,110,120,110,72,56,74,76,68
138,100,96,114,110,58,52,56,78,68
98,106,114,104,110,62,64,64,64,80
108,100,134,106,110,64,52,68,86,68
92,90,134,104,110,84,68,64,64,68
96,90,96,104,110,66,54,72,64,68
96,108,96,114,110,50,52,68,88,68
108,90,96,104,110,104,84,56,64,88
124,90,96,104,110,64,52,80,66,68
82,114,96,122,120,46,52,56,64,68
110,90,104,104,132,76,52,76,64,68
106,90,132,104,154,64,66,56,64,68
82,90,116,104,110,74,78,56,64,68
